cellId	SMTS	SMTSD
GTEX-ZE7O-2426-SM-57WD7	Vagina	Vagina
GTEX-ZGAY-2226-SM-4YCCX	Vagina	Vagina
GTEX-ZLWG-1126-SM-4WWFQ	Vagina	Vagina
GTEX-ZP4G-0826-SM-4WWF3	Vagina	Vagina
GTEX-ZQG8-1126-SM-51MRL	Vagina	Vagina
GTEX-ZTPG-2226-SM-57WF9	Vagina	Vagina
GTEX-ZV6S-1326-SM-59HJA	Vagina	Vagina
GTEX-ZVT2-0626-SM-5GICR	Vagina	Vagina
GTEX-ZVT3-2726-SM-5GU5X	Vagina	Vagina
GTEX-ZXES-0626-SM-5E45P	Vagina	Vagina
GTEX-ZYVF-0326-SM-5GIES	Vagina	Vagina
GTEX-ZYY3-2626-SM-5N9DH	Vagina	Vagina
GTEX-ZZPU-2226-SM-5EGIV	Vagina	Vagina
GTEX-13FTY-2226-SM-5J1ND	Breast	Breast - Mammary Tissue
GTEX-ZWKS-2826-SM-5NQ74	Breast	Breast - Mammary Tissue
GTEX-1PPH7-0826-SM-E8VNX	Breast	Breast - Mammary Tissue
GTEX-13PVR-2226-SM-7DHKP	Breast	Breast - Mammary Tissue
GTEX-1LBAC-0926-SM-CXKY9	Breast	Breast - Mammary Tissue
GTEX-1GZ4I-2826-SM-9MQK5	Breast	Breast - Mammary Tissue
GTEX-RWS6-1926-SM-47JXY	Breast	Breast - Mammary Tissue
GTEX-1B933-2526-SM-7IGO5	Breast	Breast - Mammary Tissue
GTEX-1A3MV-1626-SM-731C1	Breast	Breast - Mammary Tissue
GTEX-1R9PM-1826-SM-EVYBH	Breast	Breast - Mammary Tissue
GTEX-183FY-1126-SM-7DHLJ	Breast	Breast - Mammary Tissue
GTEX-1F5PK-2126-SM-7PC28	Breast	Breast - Mammary Tissue
GTEX-YJ8O-2226-SM-5IFHW	Breast	Breast - Mammary Tissue
GTEX-T6MN-0726-SM-32PML	Breast	Breast - Mammary Tissue
GTEX-18A6Q-0926-SM-7LG4N	Breast	Breast - Mammary Tissue
GTEX-1KD5A-1926-SM-DKPQA	Breast	Breast - Mammary Tissue
GTEX-1MJK2-2226-SM-EVYCR	Breast	Breast - Mammary Tissue
GTEX-QEL4-2126-SM-447AE	Breast	Breast - Mammary Tissue
GTEX-XUZC-1626-SM-4BRVP	Breast	Breast - Mammary Tissue
GTEX-14PN4-0626-SM-62LFP	Breast	Breast - Mammary Tissue
GTEX-V955-2026-SM-3GAFA	Breast	Breast - Mammary Tissue
GTEX-14B4R-1226-SM-5TDDT	Breast	Breast - Mammary Tissue
GTEX-1K9T9-1426-SM-DIPFQ	Breast	Breast - Mammary Tissue
GTEX-ZLV1-1426-SM-DO92Z	Breast	Breast - Mammary Tissue
GTEX-ZYW4-0826-SM-5GIDG	Breast	Breast - Mammary Tissue
GTEX-1B97I-0426-SM-79OL7	Breast	Breast - Mammary Tissue
GTEX-1QP29-1726-SM-E8VMQ	Breast	Breast - Mammary Tissue
GTEX-S7SE-0826-SM-4AT4D	Breast	Breast - Mammary Tissue
GTEX-XBED-1626-SM-47JYN	Breast	Breast - Mammary Tissue
GTEX-1IY9M-2726-SM-CMKG5	Breast	Breast - Mammary Tissue
GTEX-18A7B-2626-SM-7LG55	Breast	Breast - Mammary Tissue
GTEX-1H23P-0726-SM-9WG7K	Breast	Breast - Mammary Tissue
GTEX-1IE54-0626-SM-ARL8D	Breast	Breast - Mammary Tissue
GTEX-T2IS-1526-SM-32QPR	Breast	Breast - Mammary Tissue
GTEX-ZQUD-1926-SM-51MSA	Breast	Breast - Mammary Tissue
GTEX-11ZUS-0826-SM-5FQUY	Breast	Breast - Mammary Tissue
GTEX-18A7A-0726-SM-7LTAI	Breast	Breast - Mammary Tissue
GTEX-1RLM8-2226-SM-EVYD1	Breast	Breast - Mammary Tissue
GTEX-Y114-2026-SM-4TT7L	Breast	Breast - Mammary Tissue
GTEX-11P7K-0726-SM-5EGKX	Breast	Breast - Mammary Tissue
GTEX-1J8EW-2626-SM-CL53E	Breast	Breast - Mammary Tissue
GTEX-13N11-1726-SM-5J1OJ	Breast	Breast - Mammary Tissue
GTEX-11WQK-2426-SM-5GU5C	Breast	Breast - Mammary Tissue
GTEX-X4XY-0926-SM-4E3JD	Breast	Breast - Mammary Tissue
GTEX-1J8Q2-2726-SM-A9G2X	Breast	Breast - Mammary Tissue
GTEX-1ICLZ-0426-SM-B2LW2	Breast	Breast - Mammary Tissue
GTEX-RU1J-0626-SM-4WAWY	Breast	Breast - Mammary Tissue
GTEX-1CB4E-0226-SM-79OLW	Breast	Breast - Mammary Tissue
GTEX-1CAMS-1426-SM-7IGPM	Breast	Breast - Mammary Tissue
GTEX-17HG3-0126-SM-7IGNH	Breast	Breast - Mammary Tissue
GTEX-QEG5-0726-SM-D4P1T	Breast	Breast - Mammary Tissue
GTEX-14PJO-0726-SM-69LO8	Breast	Breast - Mammary Tissue
GTEX-13NZB-2126-SM-5MR4Y	Breast	Breast - Mammary Tissue
GTEX-16YQH-2826-SM-6PAMY	Breast	Breast - Mammary Tissue
GTEX-13W46-0826-SM-5LU3H	Breast	Breast - Mammary Tissue
GTEX-TKQ2-1826-SM-33HB2	Breast	Breast - Mammary Tissue
GTEX-R55D-0826-SM-48FEA	Breast	Breast - Mammary Tissue
GTEX-139T8-0826-SM-5L3DE	Breast	Breast - Mammary Tissue
GTEX-1POEN-0926-SM-DTX88	Breast	Breast - Mammary Tissue
GTEX-ZTPG-2826-SM-57WGA	Breast	Breast - Mammary Tissue
GTEX-XUW1-2326-SM-4BOO5	Breast	Breast - Mammary Tissue
GTEX-15EOM-5019-SM-793DK	Breast	Breast - Mammary Tissue
GTEX-14753-2426-SM-5LU8U	Breast	Breast - Mammary Tissue
GTEX-1HC8U-0826-SM-ADEIL	Breast	Breast - Mammary Tissue
GTEX-13OW5-2226-SM-5L3HC	Breast	Breast - Mammary Tissue
GTEX-13PVQ-1026-SM-5KM3M	Breast	Breast - Mammary Tissue
GTEX-11I78-2226-SM-5PNYA	Breast	Breast - Mammary Tissue
GTEX-15UF7-0726-SM-6M46D	Breast	Breast - Mammary Tissue
GTEX-ZAB4-2526-SM-5HL8M	Breast	Breast - Mammary Tissue
GTEX-UJHI-1426-SM-3DB9C	Breast	Breast - Mammary Tissue
GTEX-1GMR3-2626-SM-7RHHG	Breast	Breast - Mammary Tissue
GTEX-1K2DA-1726-SM-CGQGS	Breast	Breast - Mammary Tissue
GTEX-1GPI6-0626-SM-7RHHJ	Breast	Breast - Mammary Tissue
GTEX-YFCO-1826-SM-4W1YH	Breast	Breast - Mammary Tissue
GTEX-11WQC-1726-SM-5GU4W	Breast	Breast - Mammary Tissue
GTEX-13O61-1826-SM-5KM4I	Breast	Breast - Mammary Tissue
GTEX-QVJO-1826-SM-447C9	Breast	Breast - Mammary Tissue
GTEX-1KXAM-1026-SM-CY8IA	Breast	Breast - Mammary Tissue
GTEX-13OW8-0226-SM-5K7UP	Breast	Breast - Mammary Tissue
GTEX-1C475-1226-SM-7SB72	Breast	Breast - Mammary Tissue
GTEX-14BMV-0626-SM-793AU	Breast	Breast - Mammary Tissue
GTEX-UTHO-1026-SM-3GAF7	Breast	Breast - Mammary Tissue
GTEX-1KAFJ-0226-SM-DIPEL	Breast	Breast - Mammary Tissue
GTEX-WYVS-1726-SM-3NMAY	Breast	Breast - Mammary Tissue
GTEX-S32W-2026-SM-4AD6E	Breast	Breast - Mammary Tissue
GTEX-147F4-2826-SM-5NQBN	Breast	Breast - Mammary Tissue
GTEX-XMD1-0826-SM-4AT52	Breast	Breast - Mammary Tissue
GTEX-ZA64-1526-SM-5CVMD	Breast	Breast - Mammary Tissue
GTEX-1H4P4-2226-SM-9MQKQ	Breast	Breast - Mammary Tissue
GTEX-1B8SG-1226-SM-7IGPF	Breast	Breast - Mammary Tissue
GTEX-WXYG-2226-SM-4E3IM	Breast	Breast - Mammary Tissue
GTEX-1P4AB-1826-SM-E76PU	Breast	Breast - Mammary Tissue
GTEX-14DAR-1326-SM-7DUEG	Breast	Breast - Mammary Tissue
GTEX-Y8LW-1626-SM-5IFHX	Breast	Breast - Mammary Tissue
GTEX-1IDJE-0826-SM-CKZNZ	Breast	Breast - Mammary Tissue
GTEX-17F98-0526-SM-79OK5	Breast	Breast - Mammary Tissue
GTEX-1QP9N-1826-SM-E8VMP	Breast	Breast - Mammary Tissue
GTEX-ZF3C-2326-SM-5S2NC	Breast	Breast - Mammary Tissue
GTEX-11DXZ-1926-SM-5GZZL	Breast	Breast - Mammary Tissue
GTEX-13SLW-2526-SM-62LDQ	Breast	Breast - Mammary Tissue
GTEX-1B932-0826-SM-73KXG	Breast	Breast - Mammary Tissue
GTEX-14AS3-1626-SM-5S2OY	Breast	Breast - Mammary Tissue
GTEX-12KS4-0126-SM-5Q5A5	Breast	Breast - Mammary Tissue
GTEX-Y5V6-2126-SM-4WWFX	Breast	Breast - Mammary Tissue
GTEX-1LSNL-2826-SM-E9U5L	Breast	Breast - Mammary Tissue
GTEX-1GMR2-1926-SM-9MQLZ	Breast	Breast - Mammary Tissue
GTEX-ZXES-0826-SM-5E43C	Breast	Breast - Mammary Tissue
GTEX-TMMY-0726-SM-33HBE	Breast	Breast - Mammary Tissue
GTEX-1HCU9-0326-SM-9WYSC	Breast	Breast - Mammary Tissue
GTEX-TML8-1226-SM-32QON	Breast	Breast - Mammary Tissue
GTEX-1JJE9-2326-SM-ARL8Q	Breast	Breast - Mammary Tissue
GTEX-YFC4-1426-SM-5IFJG	Breast	Breast - Mammary Tissue
GTEX-11DXW-0626-SM-5N9ER	Breast	Breast - Mammary Tissue
GTEX-1A8G7-2426-SM-731AK	Breast	Breast - Mammary Tissue
GTEX-1MCYP-0126-SM-E6CIS	Breast	Breast - Mammary Tissue
GTEX-1QCLY-1626-SM-DTXDW	Breast	Breast - Mammary Tissue
GTEX-1LG7Z-0726-SM-CXKYD	Breast	Breast - Mammary Tissue
GTEX-1KD4Q-2326-SM-D4P3M	Breast	Breast - Mammary Tissue
GTEX-1NUQO-2226-SM-E9U68	Breast	Breast - Mammary Tissue
GTEX-1HSKV-2026-SM-CMKGX	Breast	Breast - Mammary Tissue
GTEX-ZV7C-1826-SM-5NQ83	Breast	Breast - Mammary Tissue
GTEX-11PRG-0826-SM-5EQ6A	Breast	Breast - Mammary Tissue
GTEX-T5JC-2126-SM-32PMO	Breast	Breast - Mammary Tissue
GTEX-17HHE-1426-SM-7EPH4	Breast	Breast - Mammary Tissue
GTEX-13FHO-0826-SM-5L3E8	Breast	Breast - Mammary Tissue
GTEX-12ZZX-1126-SM-5EGKB	Breast	Breast - Mammary Tissue
GTEX-1EWIQ-1726-SM-7SB7T	Breast	Breast - Mammary Tissue
GTEX-ZAK1-1326-SM-EVYAS	Breast	Breast - Mammary Tissue
GTEX-1GF9V-2526-SM-7SB8K	Breast	Breast - Mammary Tissue
GTEX-1NHNU-0926-SM-E9J2T	Breast	Breast - Mammary Tissue
GTEX-14E6C-1326-SM-62LEQ	Breast	Breast - Mammary Tissue
GTEX-14ABY-2126-SM-5QGQZ	Breast	Breast - Mammary Tissue
GTEX-1314G-1226-SM-5BC6D	Breast	Breast - Mammary Tissue
GTEX-14BMU-1626-SM-5TDE7	Breast	Breast - Mammary Tissue
GTEX-1GF9X-1026-SM-ACKX2	Breast	Breast - Mammary Tissue
GTEX-11EI6-0626-SM-5985T	Breast	Breast - Mammary Tissue
GTEX-1IKJJ-2326-SM-COH3U	Breast	Breast - Mammary Tissue
GTEX-15FZZ-0726-SM-7KUFZ	Breast	Breast - Mammary Tissue
GTEX-R3RS-0626-SM-48FE1	Breast	Breast - Mammary Tissue
GTEX-13CF3-2126-SM-5IFJP	Breast	Breast - Mammary Tissue
GTEX-1IKOH-2326-SM-CM2TW	Breast	Breast - Mammary Tissue
GTEX-ZYT6-0126-SM-5E45J	Breast	Breast - Mammary Tissue
GTEX-1AX9I-0726-SM-73KWV	Breast	Breast - Mammary Tissue
GTEX-1CAMR-1426-SM-793BO	Breast	Breast - Mammary Tissue
GTEX-1KANA-2026-SM-DIPFB	Breast	Breast - Mammary Tissue
GTEX-T5JW-2026-SM-4DM63	Breast	Breast - Mammary Tissue
GTEX-1JMOU-2026-SM-CMKGU	Breast	Breast - Mammary Tissue
GTEX-WFON-1826-SM-3GILG	Breast	Breast - Mammary Tissue
GTEX-U3ZH-1426-SM-4DXSR	Breast	Breast - Mammary Tissue
GTEX-11DZ1-0326-SM-5N9BN	Breast	Breast - Mammary Tissue
GTEX-1CB4G-2326-SM-79OOI	Breast	Breast - Mammary Tissue
GTEX-1PDJ9-1126-SM-EXUSW	Breast	Breast - Mammary Tissue
GTEX-YB5E-1726-SM-5IFJ3	Breast	Breast - Mammary Tissue
GTEX-1LSVX-2426-SM-E6CJX	Breast	Breast - Mammary Tissue
GTEX-11GSO-1926-SM-5A5K3	Breast	Breast - Mammary Tissue
GTEX-1I19N-2826-SM-CL55D	Breast	Breast - Mammary Tissue
GTEX-Y8E4-1626-SM-5S2MW	Breast	Breast - Mammary Tissue
GTEX-WOFL-0826-SM-3MJG1	Breast	Breast - Mammary Tissue
GTEX-UPK5-2326-SM-3P5Z8	Breast	Breast - Mammary Tissue
GTEX-1PPGY-1526-SM-EVYBK	Breast	Breast - Mammary Tissue
GTEX-1I1GP-0426-SM-COH3N	Breast	Breast - Mammary Tissue
GTEX-1C64O-0726-SM-7DUFU	Breast	Breast - Mammary Tissue
GTEX-145MO-0826-SM-5NQBL	Breast	Breast - Mammary Tissue
GTEX-15RJE-2626-SM-7KFT1	Breast	Breast - Mammary Tissue
GTEX-1MA7W-1026-SM-DKPQK	Breast	Breast - Mammary Tissue
GTEX-13QJ3-0826-SM-7DHKK	Breast	Breast - Mammary Tissue
GTEX-131YS-0626-SM-5EGKL	Breast	Breast - Mammary Tissue
GTEX-145ME-1526-SM-5Q5F2	Breast	Breast - Mammary Tissue
GTEX-1H1DG-0526-SM-9YFLN	Breast	Breast - Mammary Tissue
GTEX-1HKZK-1826-SM-ADEJ2	Breast	Breast - Mammary Tissue
GTEX-YEC3-1026-SM-5IFI5	Breast	Breast - Mammary Tissue
GTEX-1MA7X-1626-SM-E9U5B	Breast	Breast - Mammary Tissue
GTEX-132AR-0826-SM-5EGK6	Breast	Breast - Mammary Tissue
GTEX-17EUY-1926-SM-7DUF6	Breast	Breast - Mammary Tissue
GTEX-1N2EE-2126-SM-E8VNN	Breast	Breast - Mammary Tissue
GTEX-1E2YA-2726-SM-7IGPW	Breast	Breast - Mammary Tissue
GTEX-S33H-0326-SM-4AD6N	Breast	Breast - Mammary Tissue
GTEX-13S86-1226-SM-5S2OA	Breast	Breast - Mammary Tissue
GTEX-1KANC-1426-SM-CYPT9	Breast	Breast - Mammary Tissue
GTEX-11TUW-1826-SM-5BC5D	Breast	Breast - Mammary Tissue
GTEX-13SLX-2326-SM-5ZZWE	Breast	Breast - Mammary Tissue
GTEX-1AX9J-1126-SM-731B7	Breast	Breast - Mammary Tissue
GTEX-13VXU-2826-SM-664MA	Breast	Breast - Mammary Tissue
GTEX-11GS4-2126-SM-5A5KR	Breast	Breast - Mammary Tissue
GTEX-1IDJU-1826-SM-CMKHV	Breast	Breast - Mammary Tissue
GTEX-15SHW-1326-SM-6PAL8	Breast	Breast - Mammary Tissue
GTEX-1RAZS-1226-SM-E8VMT	Breast	Breast - Mammary Tissue
GTEX-11EQ9-1826-SM-5Q5AJ	Breast	Breast - Mammary Tissue
GTEX-ZDTT-2126-SM-DKPOM	Breast	Breast - Mammary Tissue
GTEX-11O72-2126-SM-5N9FO	Breast	Breast - Mammary Tissue
GTEX-17EVQ-0426-SM-7LG57	Breast	Breast - Mammary Tissue
GTEX-1R7EU-1226-SM-E8VMR	Breast	Breast - Mammary Tissue
GTEX-15G19-2126-SM-6M48J	Breast	Breast - Mammary Tissue
GTEX-ZZPU-0626-SM-5E43T	Breast	Breast - Mammary Tissue
GTEX-1I4MK-1626-SM-CM2TJ	Breast	Breast - Mammary Tissue
GTEX-11ZTT-2326-SM-5EQLG	Breast	Breast - Mammary Tissue
GTEX-1GN1U-0526-SM-9KNTT	Breast	Breast - Mammary Tissue
GTEX-XGQ4-0926-SM-4AT4U	Breast	Breast - Mammary Tissue
GTEX-1JKYN-0726-SM-ARZMY	Breast	Breast - Mammary Tissue
GTEX-Y5LM-1726-SM-4VDSX	Breast	Breast - Mammary Tissue
GTEX-1I6K7-1926-SM-B2LXR	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-17EVP-0326-SM-7DHLG	Skin	Skin - Sun Exposed (Lower leg)
GTEX-18A67-1626-SM-7LT9T	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-XMD1-0008-SM-4AT41	Skin	Cells - Cultured fibroblasts
GTEX-15RIG-0008-SM-EAZCG	Skin	Cells - Cultured fibroblasts
GTEX-1GMR8-0126-SM-9WYTM	Skin	Skin - Sun Exposed (Lower leg)
GTEX-1313W-0008-SM-5YYAP	Skin	Cells - Cultured fibroblasts
GTEX-12WSL-2526-SM-5GCNJ	Skin	Skin - Sun Exposed (Lower leg)
GTEX-11LCK-2226-SM-5HL4Q	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-1C4CL-0526-SM-73KVK	Skin	Skin - Sun Exposed (Lower leg)
GTEX-ZF29-2326-SM-DO92K	Skin	Skin - Sun Exposed (Lower leg)
GTEX-1F75W-2726-SM-7SB8H	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-1LB8K-0726-SM-D5OV2	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-13W3W-0726-SM-5IJDQ	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-1CB4E-0926-SM-7EPHT	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-1GTWX-2026-SM-9YFLM	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-PX3G-0126-SM-2I3EN	Skin	Skin - Sun Exposed (Lower leg)
GTEX-XYKS-0008-SM-4BRW6	Skin	Cells - Cultured fibroblasts
GTEX-WHSE-0126-SM-3NMBT	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-ZQUD-0008-SM-4YCCU	Skin	Cells - Cultured fibroblasts
GTEX-16AAH-0626-SM-793C9	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-WXYG-0008-SM-4ONDU	Skin	Cells - Cultured fibroblasts
GTEX-145LT-1726-SM-5QGP3	Skin	Skin - Sun Exposed (Lower leg)
GTEX-XPT6-0008-SM-4B64Q	Skin	Cells - Cultured fibroblasts
GTEX-1CB4J-0008-SM-EXURH	Skin	Cells - Cultured fibroblasts
GTEX-14B4R-1326-SM-5Q5EZ	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-ZTSS-0008-SM-4YCE8	Skin	Cells - Cultured fibroblasts
GTEX-1BAJH-2426-SM-7IGP8	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-17F97-0326-SM-7LG5B	Skin	Skin - Sun Exposed (Lower leg)
GTEX-13X6K-0626-SM-5LU5D	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-1IDJF-0126-SM-CM2RS	Skin	Skin - Sun Exposed (Lower leg)
GTEX-ZTX8-1326-SM-4YCEL	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-14LZ3-0126-SM-69LPM	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-18A66-0226-SM-718BD	Skin	Skin - Sun Exposed (Lower leg)
GTEX-12126-0326-SM-5PNW3	Skin	Skin - Sun Exposed (Lower leg)
GTEX-NPJ7-0008-SM-4E3JS	Skin	Cells - Cultured fibroblasts
GTEX-U8XE-0326-SM-3DB8P	Skin	Skin - Sun Exposed (Lower leg)
GTEX-1GN1U-0126-SM-7PBZK	Skin	Skin - Sun Exposed (Lower leg)
GTEX-WH7G-2026-SM-3NMBL	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-13SLW-0126-SM-5SI6C	Skin	Skin - Sun Exposed (Lower leg)
GTEX-Y5V6-0008-SM-4V6FV	Skin	Cells - Cultured fibroblasts
GTEX-ZYW4-0126-SM-5E44A	Skin	Skin - Sun Exposed (Lower leg)
GTEX-15SZO-0008-SM-EAZ38	Skin	Cells - Cultured fibroblasts
GTEX-1K2DU-2326-SM-E9TIV	Skin	Skin - Sun Exposed (Lower leg)
GTEX-1I1HK-0126-SM-COH49	Skin	Skin - Sun Exposed (Lower leg)
GTEX-1AX9I-2226-SM-73KUO	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-17F96-0008-SM-EAZB6	Skin	Cells - Cultured fibroblasts
GTEX-1GZ2Q-0126-SM-9WG6M	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-1KXAM-1626-SM-D3LAD	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-1KD4Q-0226-SM-E9TJ9	Skin	Skin - Sun Exposed (Lower leg)
GTEX-1F7RK-0126-SM-7PC2S	Skin	Skin - Sun Exposed (Lower leg)
GTEX-15DYW-0126-SM-7KULE	Skin	Skin - Sun Exposed (Lower leg)
GTEX-1AYD5-0008-SM-EVYAY	Skin	Cells - Cultured fibroblasts
GTEX-1JN6P-2926-SM-CL54D	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-14BMV-0126-SM-5S2PO	Skin	Skin - Sun Exposed (Lower leg)
GTEX-11WQC-1826-SM-5GU59	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-11OF3-0126-SM-5PNYF	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-1269C-0126-SM-5EQ5L	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-13RTJ-2426-SM-5S2Q2	Skin	Skin - Sun Exposed (Lower leg)
GTEX-13CZU-0008-SM-5ZZUI	Skin	Cells - Cultured fibroblasts
GTEX-1QP66-1726-SM-E8VO1	Skin	Skin - Sun Exposed (Lower leg)
GTEX-S7SE-0008-SM-33HB1	Skin	Cells - Cultured fibroblasts
GTEX-1IDJF-2026-SM-CL53V	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-U3ZN-2326-SM-3DB7W	Skin	Skin - Sun Exposed (Lower leg)
GTEX-17EUY-0426-SM-793BD	Skin	Skin - Sun Exposed (Lower leg)
GTEX-1GZ4H-0526-SM-9KNU9	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-ZVT3-0008-SM-51MRI	Skin	Cells - Cultured fibroblasts
GTEX-14E6E-0526-SM-793DN	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-WEY5-0008-SM-4LMKC	Skin	Cells - Cultured fibroblasts
GTEX-ZDTT-2726-SM-4WKF8	Skin	Skin - Sun Exposed (Lower leg)
GTEX-1HCVE-2726-SM-CL54F	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-1AX9K-2326-SM-73KWU	Skin	Skin - Sun Exposed (Lower leg)
GTEX-ZXG5-2126-SM-59HKD	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-1JKYN-1326-SM-CGQG9	Skin	Skin - Sun Exposed (Lower leg)
GTEX-17HII-0226-SM-7LG4E	Skin	Skin - Sun Exposed (Lower leg)
GTEX-1H23P-0126-SM-ADEJ3	Skin	Skin - Sun Exposed (Lower leg)
GTEX-13O3Q-0126-SM-5KM34	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-1IDJV-0126-SM-COH3Y	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-XMD3-0008-SM-4AT4V	Skin	Cells - Cultured fibroblasts
GTEX-15D1Q-0126-SM-7KUG6	Skin	Skin - Sun Exposed (Lower leg)
GTEX-1R46S-2426-SM-E76QA	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-1211K-1526-SM-5FQU4	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-OHPK-0008-SM-4E3JL	Skin	Cells - Cultured fibroblasts
GTEX-146FH-0126-SM-5QGPP	Skin	Skin - Sun Exposed (Lower leg)
GTEX-ZAB4-0008-SM-4RGM6	Skin	Cells - Cultured fibroblasts
GTEX-1HCU9-0426-SM-9WYSD	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-12WSG-0008-SM-5TDC4	Skin	Cells - Cultured fibroblasts
GTEX-12WSN-0008-SM-664MI	Skin	Cells - Cultured fibroblasts
GTEX-12ZZX-2426-SM-5GCOE	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-1IKOH-0226-SM-COH4E	Skin	Skin - Sun Exposed (Lower leg)
GTEX-1C6WA-0008-SM-EXUR7	Skin	Cells - Cultured fibroblasts
GTEX-ZEX8-2426-SM-4WKG4	Skin	Skin - Sun Exposed (Lower leg)
GTEX-Z93S-1626-SM-5CVMB	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-1PPH8-0126-SM-EWRN8	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-14C5O-0126-SM-5SI6N	Skin	Skin - Sun Exposed (Lower leg)
GTEX-18A6Q-0008-SM-EAZBO	Skin	Cells - Cultured fibroblasts
GTEX-11ZTS-0008-SM-5S2VC	Skin	Cells - Cultured fibroblasts
GTEX-ZYT6-0226-SM-5NQ6T	Skin	Skin - Sun Exposed (Lower leg)
GTEX-1JK1U-2026-SM-CM2RZ	Skin	Skin - Sun Exposed (Lower leg)
GTEX-1A8G7-1326-SM-73KVM	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-ZVE2-0008-SM-51MRU	Skin	Cells - Cultured fibroblasts
GTEX-145LS-0626-SM-7EPG7	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-145LU-0126-SM-5TDCB	Skin	Skin - Sun Exposed (Lower leg)
GTEX-1C64O-0126-SM-7SB8P	Skin	Skin - Sun Exposed (Lower leg)
GTEX-1399R-1326-SM-5PNYS	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-1211K-2026-SM-5EQ4Z	Skin	Skin - Sun Exposed (Lower leg)
GTEX-1B996-0226-SM-7RHGO	Skin	Skin - Sun Exposed (Lower leg)
GTEX-16YQH-2226-SM-7IGM2	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-1QP9N-1426-SM-DTXFL	Skin	Skin - Sun Exposed (Lower leg)
GTEX-1HC8U-1326-SM-9YFMJ	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-14E6C-0126-SM-5RQIP	Skin	Skin - Sun Exposed (Lower leg)
GTEX-Y9LG-1126-SM-4VBQ7	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-145MF-0626-SM-5LUAI	Skin	Skin - Sun Exposed (Lower leg)
GTEX-15CHR-0008-SM-E9U4K	Skin	Cells - Cultured fibroblasts
GTEX-1HBPN-0126-SM-CGQEF	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-S7SE-0126-SM-2XCD5	Skin	Skin - Sun Exposed (Lower leg)
GTEX-QEG4-0008-SM-48TYZ	Skin	Cells - Cultured fibroblasts
GTEX-ZE9C-2726-SM-57WB5	Skin	Skin - Sun Exposed (Lower leg)
GTEX-1C6VR-0126-SM-7RHGB	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-13CF3-2426-SM-5IFGX	Skin	Skin - Sun Exposed (Lower leg)
GTEX-1JMQI-1726-SM-ARL93	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-14JG1-0426-SM-6ETZZ	Skin	Skin - Sun Exposed (Lower leg)
GTEX-13X6J-0126-SM-5QGOU	Skin	Skin - Sun Exposed (Lower leg)
GTEX-1S83E-0126-SM-EWRO4	Skin	Skin - Sun Exposed (Lower leg)
GTEX-14753-0426-SM-5NQAM	Skin	Skin - Sun Exposed (Lower leg)
GTEX-1J1OQ-0226-SM-CYPSH	Skin	Skin - Sun Exposed (Lower leg)
